,연번,시도,시군구,읍면동,화재발생(년),화재발생(월),화재발생(일),화재발생(시),화재발생(분),요일,인명피해(명)소계,사망,부상,재산피해소계,화재유형,발화요인대분류,발화요인소분류,최초착화물대분류,최초착화물소분류,발화관련기기대분류,발화관련기기소분류,장소대분류,장소중분류,장소소분류,차량장소
13652,13653,서울특별시,관악구,봉천동,2022,4,17,12,49,일,0,0,0,361,"건축,구조물",부주의,담배꽁초,기타,기타,,,주거,공동주택,연립주택,
13656,13657,서울특별시,성동구,행당동,2022,4,17,13,56,일,0,0,0,385,"건축,구조물",전기적 요인,과부하/과전류,"전기,전자","전기, 전자기기 내부배선",,,생활서비스,음식점,한식,
13667,13668,서울특별시,서대문구,연희동,2022,4,17,14,59,일,0,0,0,0,기타(쓰레기 화재등),부주의,담배꽁초,"종이,목재,건초등","기타(종이,목재,건초등)",,,기타,야외,쓰레기,
13670,13671,서울특별시,서대문구,홍은동,2022,4,17,15,27,일,0,0,0,0,기타(쓰레기 화재등),부주의,담배꽁초,쓰레기류,기타 쓰레기,,,기타,야외,쓰레기,
13676,13677,서울특별시,송파구,송파동,2022,4,17,15,59,일,0,0,0,11,기타(쓰레기 화재등),부주의,담배꽁초,"종이,목재,건초등",종이,,,기타,야외,쓰레기,
13681,13682,서울특별시,동대문구,제기동,2022,4,17,16,32,일,0,0,0,900,"건축,구조물",부주의,음식물 조리중,식품,음식물,,,생활서비스,음식점,양식,
13686,13687,서울특별시,도봉구,도봉동,2022,4,17,17,7,일,0,0,0,1752,"건축,구조물",미상,미상,쓰레기류,쓰레기,,,"판매,업무시설",일반업무,오피스텔,
13695,13696,서울특별시,성북구,보문동3가,2022,4,17,18,42,일,0,0,0,136,"건축,구조물",부주의,음식물 조리중,쓰레기류,쓰레기,,,주거,공동주택,아파트,
13702,13703,서울특별시,마포구,서교동,2022,4,17,19,40,일,0,0,0,0,기타(쓰레기 화재등),부주의,담배꽁초,쓰레기류,쓰레기,,,기타,야외,쓰레기,
13706,13707,서울특별시,노원구,공릉동,2022,4,17,20,13,일,0,0,0,138,"건축,구조물",부주의,담배꽁초,쓰레기류,기타 쓰레기,,,주거,공동주택,아파트,
13709,13710,서울특별시,은평구,녹번동,2022,4,17,20,35,일,0,0,0,121,"건축,구조물",전기적 요인,트래킹에 의한 단락,"전기,전자",전선피복,,,"판매,업무시설",일반업무,일반빌딩,
13710,13711,서울특별시,영등포구,여의도동,2022,4,17,20,42,일,0,0,0,11,"건축,구조물",부주의,담배꽁초,쓰레기류,쓰레기,,,"판매,업무시설",일반업무,일반빌딩,
13717,13718,서울특별시,도봉구,도봉동,2022,4,17,22,18,일,0,0,0,100,"건축,구조물",기계적 요인,"과열, 과부하","침구,직물류","이불(베개,시트)",,,주거,단독주택,다가구주택,
13719,13720,서울특별시,중랑구,묵동,2022,4,17,22,54,일,0,0,0,14,기타(쓰레기 화재등),부주의,담배꽁초,쓰레기류,폐목재,,,기타,야외,쓰레기,
13726,13727,서울특별시,용산구,용문동,2022,4,18,0,8,월,0,0,0,985,"건축,구조물",미상,미상,합성수지,"플라스틱, PVC, 비닐, 장판",,,주거,단독주택,다가구주택,
13734,13735,서울특별시,동작구,신대방동,2022,4,18,3,9,월,0,0,0,984,"건축,구조물",전기적 요인,기타(전기적요인),"전기,전자","콘센트, 스위치류",배선/배선기구,콘센트,생활서비스,일상서비스,기타 일상서비스,
13735,13736,서울특별시,노원구,하계동,2022,4,18,3,38,월,2,1,1,37810,"건축,구조물",방화,방화,미상,미상,,,주거,공동주택,아파트,
13745,13746,서울특별시,영등포구,도림동,2022,4,18,8,4,월,0,0,0,0,"건축,구조물",화학적 요인,자연발화,"종이,목재,건초등","기타(종이,목재,건초등)",,,"판매,업무시설",판매시설,시장,
13748,13749,서울특별시,송파구,송파동,2022,4,18,8,46,월,0,0,0,55,기타(쓰레기 화재등),미상,미상,합성수지,"플라스틱, PVC, 비닐, 장판",,,기타,야외,기타야외,
13753,13754,서울특별시,마포구,망원동,2022,4,18,9,52,월,0,0,0,427,"건축,구조물",부주의,"기기(전기, 기계 등) 사용.설치부주의",합성수지,기타(합성수지),기타,기타,주거,공동주택,아파트,
13781,13782,서울특별시,강서구,화곡동,2022,4,18,13,10,월,0,0,0,9083,"건축,구조물",부주의,음식물 조리중,식품,튀김유,,,생활서비스,음식점,한식,
13788,13789,서울특별시,강남구,대치동,2022,4,18,13,45,월,0,0,0,55598,"건축,구조물",전기적 요인,접촉불량에 의한 단락,"전기,전자",전선피복,전기설비,배전반/분전반,주거,공동주택,아파트,
13829,13830,서울특별시,강동구,암사동,2022,4,18,18,36,월,1,0,1,0,"건축,구조물",부주의,기타(부주의),기타,기타,기타,기타,주거,단독주택,다가구주택,
13831,13832,서울특별시,노원구,월계동,2022,4,18,18,45,월,0,0,0,30,"건축,구조물",부주의,담배꽁초,쓰레기류,쓰레기,,,주거,공동주택,아파트,
13833,13834,서울특별시,영등포구,여의도동,2022,4,18,18,46,월,0,0,0,181,"건축,구조물",부주의,"불씨,불꽃,화원방치",합성수지,기타(합성수지),,,생활서비스,음식점,일반주점,
13839,13840,서울특별시,영등포구,영등포동2가,2022,4,18,19,22,월,0,0,0,1081,"건축,구조물",부주의,"불씨,불꽃,화원방치",쓰레기류,쓰레기,,,생활서비스,오락시설,노래연습장,
13850,13851,서울특별시,금천구,독산동,2022,4,18,20,33,월,1,0,1,428,"건축,구조물",미상,미상,미상,미상,생활기기,세탁기,주거,단독주택,단독주택,
13855,13856,서울특별시,금천구,가산동,2022,4,18,20,45,월,0,0,0,13,"건축,구조물",전기적 요인,미확인단락,"전기,전자","전기, 전자기기 기판","조명, 간판",LED조명,주거,공동주택,아파트,
13858,13859,서울특별시,성동구,성수동1가,2022,4,18,21,6,월,0,0,0,3,기타(쓰레기 화재등),부주의,담배꽁초,쓰레기류,쓰레기,,,기타,야외,쓰레기,
13864,13865,서울특별시,마포구,용강동,2022,4,18,22,0,월,0,0,0,108,"건축,구조물",부주의,음식물 조리중,식품,기타(식품),,,생활서비스,음식점,중식,
13866,13867,서울특별시,종로구,내자동,2022,4,18,22,51,월,0,0,0,0,"건축,구조물",부주의,담배꽁초,쓰레기류,쓰레기,,,"판매,업무시설",공공기관,국가 및 지방자치단체 청사,
13879,13880,서울특별시,마포구,아현동,2022,4,19,1,46,화,0,0,0,11,"건축,구조물",화학적 요인,자연발화,"침구,직물류","기타(침구,직물류)",,,생활서비스,일상서비스,기타 일상서비스,
13892,13893,서울특별시,서대문구,연희동,2022,4,19,8,20,화,0,0,0,12,기타(쓰레기 화재등),부주의,담배꽁초,쓰레기류,재활용,,,기타,야외,쓰레기,
13893,13894,서울특별시,강남구,대치동,2022,4,19,8,28,화,0,0,0,330,"자동차,철도차량",전기적 요인,"압착,손상에 의한 단락",합성수지,"플라스틱, PVC, 비닐, 장판",,,"자동차,철도차량",철도차량,전동차,기타 도로
13896,13897,서울특별시,광진구,군자동,2022,4,19,8,39,화,0,0,0,1405,"건축,구조물",전기적 요인,절연열화에 의한 단락,"전기,전자",전선피복,,,교육시설,학교,대학교,
13905,13906,서울특별시,은평구,갈현동,2022,4,19,9,12,화,0,0,0,220,"자동차,철도차량",기계적 요인,"오일,연료누설","자동차,철도차량,선박,항공기",범퍼,,,"자동차,철도차량",자동차,오토바이,일반도로
13921,13922,서울특별시,강동구,암사동,2022,4,19,11,0,화,0,0,0,10278,"자동차,철도차량",미상,미상,"자동차,철도차량,선박,항공기",부품,미상,미상,"자동차,철도차량",자동차,승용자동차,기타 도로
13935,13936,서울특별시,관악구,봉천동,2022,4,19,12,32,화,0,0,0,134,"건축,구조물",전기적 요인,절연열화에 의한 단락,"전기,전자",전선피복,계절용 기기,환풍기/송풍기/공조기,주거,공동주택,연립주택,
13943,13944,서울특별시,중랑구,면목동,2022,4,19,13,15,화,0,0,0,4324,"건축,구조물",미상,미상,미상,미상,,,산업시설,작업장,기타 작업장,
13952,13953,서울특별시,서초구,양재동,2022,4,19,14,26,화,0,0,0,471,"건축,구조물",전기적 요인,"압착,손상에 의한 단락","전기,전자",전선피복,,,기타서비스,기타건축물,기타 건축물,
13954,13955,서울특별시,노원구,상계동,2022,4,19,14,46,화,0,0,0,99,"자동차,철도차량",부주의,담배꽁초,"전기,전자","전기, 전자기기 케이스",,,"자동차,철도차량",자동차,화물자동차,고속도로
13957,13958,서울특별시,강서구,화곡동,2022,4,19,14,54,화,0,0,0,52,기타(쓰레기 화재등),부주의,담배꽁초,쓰레기류,쓰레기,,,기타,야외,쓰레기,
13960,13961,서울특별시,성북구,삼선동2가,2022,4,19,15,7,화,0,0,0,24,기타(쓰레기 화재등),부주의,담배꽁초,"종이,목재,건초등","목재, 합판",,,기타,야외,기타야외,
13969,13970,서울특별시,광진구,자양동,2022,4,19,16,5,화,0,0,0,491,"건축,구조물",부주의,음식물 조리중,식품,튀김유,,,생활서비스,음식점,중식,
13992,13993,서울특별시,마포구,서교동,2022,4,19,18,22,화,0,0,0,17,기타(쓰레기 화재등),부주의,담배꽁초,쓰레기류,재활용,,,기타,야외,쓰레기,
13998,13999,서울특별시,서대문구,북아현동,2022,4,19,19,19,화,0,0,0,121,"건축,구조물",부주의,음식물 조리중,식품,음식물,,,주거,공동주택,다세대주택,
14003,14004,서울특별시,서초구,방배동,2022,4,19,20,34,화,0,0,0,1698,"건축,구조물",부주의,담배꽁초,"종이,목재,건초등",종이,,,"판매,업무시설",일반업무,일반빌딩,
14005,14006,서울특별시,동대문구,신설동,2022,4,19,20,53,화,0,0,0,100,"건축,구조물",전기적 요인,절연열화에 의한 단락,"전기,전자",전선피복,생활기기,세탁기,"판매,업무시설",일반업무,오피스텔,
14016,14017,서울특별시,양천구,신정동,2022,4,19,23,15,화,0,0,0,38,기타(쓰레기 화재등),전기적 요인,절연열화에 의한 단락,"전기,전자",전선피복,,,기타,야외,기타야외,
14020,14021,서울특별시,은평구,갈현동,2022,4,20,0,1,수,0,0,0,11,"건축,구조물",부주의,담배꽁초,"종이,목재,건초등",종이,,,생활서비스,위락시설,단란주점,
14022,14023,서울특별시,관악구,신림동,2022,4,20,0,8,수,0,0,0,190,"건축,구조물",부주의,담배꽁초,"종이,목재,건초등","목재, 합판",,,주거,단독주택,다가구주택,
14025,14026,서울특별시,송파구,오금동,2022,4,20,0,38,수,0,0,0,162,"건축,구조물",부주의,담배꽁초,"종이,목재,건초등","목재, 합판",,,"판매,업무시설",일반업무,일반빌딩,
14034,14035,서울특별시,강남구,역삼동,2022,4,20,4,25,수,0,0,0,131,"건축,구조물",부주의,담배꽁초,쓰레기류,기타 쓰레기,,,"판매,업무시설",일반업무,일반빌딩,
14035,14036,서울특별시,광진구,중곡동,2022,4,20,5,12,수,2,0,2,40046,"건축,구조물",부주의,가연물 근접방치,"침구,직물류",의류,계절용 기기,전기히터/스토브,주거,단독주택,기타 단독주택,
14041,14042,서울특별시,성동구,성수동1가,2022,4,20,7,3,수,1,0,1,388,"건축,구조물",부주의,음식물 조리중,식품,음식물,,,주거,단독주택,다가구주택,
14044,14045,서울특별시,관악구,봉천동,2022,4,20,7,20,수,0,0,0,476,"건축,구조물",전기적 요인,미확인단락,합성수지,"플라스틱, PVC, 비닐, 장판",,,교육시설,"연구,학원",예체능학원,
14048,14049,서울특별시,중구,을지로1가,2022,4,20,8,20,수,0,0,0,11,기타(쓰레기 화재등),전기적 요인,"압착,손상에 의한 단락",쓰레기류,쓰레기,,,기타,야외,쓰레기,
14051,14052,서울특별시,노원구,중계동,2022,4,20,8,42,수,0,0,0,258,"건축,구조물",부주의,"기기(전기, 기계 등) 사용.설치부주의","전기,전자","기타(전기,전자)",,,교육시설,"연구,학원",일반학원,
14055,14056,서울특별시,용산구,갈월동,2022,4,20,9,3,수,0,0,0,423,"건축,구조물",전기적 요인,과부하/과전류,"전기,전자",전선피복,,,생활서비스,일상서비스,기타 일상서비스,
14065,14066,서울특별시,송파구,방이동,2022,4,20,10,27,수,0,0,0,436,"건축,구조물",전기적 요인,절연열화에 의한 단락,"전기,전자",전선피복,,,주거,단독주택,단독주택,
14069,14070,서울특별시,관악구,신림동,2022,4,20,10,45,수,0,0,0,30,"건축,구조물",부주의,담배꽁초,"종이,목재,건초등","풀, 나뭇잎",,,주거,공동주택,아파트,
14086,14087,서울특별시,강남구,청담동,2022,4,20,12,8,수,0,0,0,6908,"건축,구조물",전기적 요인,절연열화에 의한 단락,"전기,전자",전자기기 부속품,계절용 기기,환풍기/송풍기/공조기,생활서비스,일상서비스,"시계,안경,금속점",
14102,14103,서울특별시,강남구,대치동,2022,4,20,13,23,수,0,0,0,2417,"건축,구조물",전기적 요인,미확인단락,"전기,전자","전기, 전자기기 기판",전기설비,적산전력계,"판매,업무시설",일반업무,일반빌딩,
14103,14104,서울특별시,구로구,가리봉동,2022,4,20,13,24,수,0,0,0,23,기타(쓰레기 화재등),부주의,담배꽁초,쓰레기류,재활용,,,기타,야외,쓰레기,
14114,14115,서울특별시,노원구,상계동,2022,4,20,13,59,수,0,0,0,151,"건축,구조물",부주의,담배꽁초,쓰레기류,쓰레기,,,주거,단독주택,다가구주택,
14127,14128,서울특별시,강남구,논현동,2022,4,20,15,5,수,0,0,0,214,기타(쓰레기 화재등),미상,미상,미상,미상,,,기타,야외,쓰레기,
14142,14143,서울특별시,종로구,평창동,2022,4,20,16,17,수,0,0,0,0,기타(쓰레기 화재등),전기적 요인,절연열화에 의한 단락,"종이,목재,건초등","풀, 나뭇잎",,,기타,야외,쓰레기,
14143,14144,서울특별시,동작구,상도동,2022,4,20,16,17,수,0,0,0,8,"건축,구조물",부주의,음식물 조리중,식품,음식물,,,주거,공동주택,주상복합아파트,
14153,14154,서울특별시,금천구,시흥동,2022,4,20,17,22,수,0,0,0,5,기타(쓰레기 화재등),부주의,담배꽁초,"침구,직물류","이불(베개,시트)",,,기타,야외,쓰레기,
14162,14163,서울특별시,중구,을지로2가,2022,4,20,18,21,수,0,0,0,9,기타(쓰레기 화재등),부주의,담배꽁초,쓰레기류,쓰레기,,,기타,야외,쓰레기,
14164,14165,서울특별시,관악구,봉천동,2022,4,20,18,45,수,0,0,0,9948,"자동차,철도차량",부주의,담배꽁초,"종이,목재,건초등","풀, 나뭇잎",,,"자동차,철도차량",자동차,승용자동차,주차장
14170,14171,서울특별시,용산구,한강로3가,2022,4,20,19,41,수,0,0,0,1625,"건축,구조물",제품결함,기타(제품결함),"전기,전자",전자기기 부속품,산업장비,기타(산업장비),"판매,업무시설",판매시설,상가빌딩,
14191,14192,서울특별시,은평구,응암동,2022,4,20,23,24,수,0,0,0,344,기타(쓰레기 화재등),기계적 요인,"과열, 과부하","전기,전자","기타(전기,전자)",,,기타,야외,기타야외,
14192,14193,서울특별시,광진구,구의동,2022,4,20,23,32,수,0,0,0,1934,"건축,구조물",미상,미상,미상,미상,,,"판매,업무시설",일반업무,기타 일반업무시설,
14193,14194,서울특별시,종로구,무악동,2022,4,20,23,45,수,0,0,0,503,"건축,구조물",부주의,담배꽁초,쓰레기류,쓰레기,,,주거,공동주택,주상복합아파트,
14199,14200,서울특별시,서초구,반포동,2022,4,21,1,26,목,0,0,0,410,"건축,구조물",전기적 요인,절연열화에 의한 단락,"전기,전자",전선피복,배선/배선기구,전기기기용 전선/코드,생활서비스,일상서비스,고시원(원룸텔),
14200,14201,서울특별시,마포구,공덕동,2022,4,21,1,27,목,0,0,0,20,"건축,구조물",부주의,음식물 조리중,식품,음식물,주방기기,인덕션,주거,단독주택,다가구주택,
